,year,org_id,loan_amt,entity_structure,total_proj_cost,food_desert,food_desert_2,hffi_year,proj_desc,bus_type,activity,activity_other,latitude,longitude,street,address_2,city,state,zipcode,zipcode_4,fips,address,location,point,lat,long,alt
571,2014,1805,5000.0,,5000.0,ERS,,,"Sale of fresh food, soups, seafood",NONRETAIL,,,,,7101 Harry Hines Boulevard,,Dallas,TX,75235.0,,,"7101 Harry Hines Boulevard,Dallas,TX,75235","7101, Harry Hines Boulevard, Oldham, Dallas, Dallas County, Texas, 75235, United States of America","(32.82673464520227, -96.85541528109577, 0.0)",32.82673464520227,-96.85541528109577,0.0
572,2014,1805,5000.0,,10000.0,ERS,,,Sale of fresh food and collard greens,NONRETAIL,,,,,211 North Wellington Street,,Marshall,TX,75670.0,,,"211 North Wellington Street,Marshall,TX,75670","211, North Wellington Street, Bel Air, Marshall, Harrison County, Texas, 75670, United States of America","(32.54605297009495, -94.36842092724658, 0.0)",32.54605297009495,-94.36842092724658,0.0
573,2014,1805,34764.77,,35000.0,ERS,,,CATERING COMPANY/SMOKEHOUSE,NONRETAIL,,,,,702 East Convent,,Victoria,TX,77901.0,,,"702 East Convent,Victoria,TX,77901","702, East Convent Street, Victoria, Victoria County, Texas, 77901, United States of America","(28.79381912244898, -97.0015011632653, 0.0)",28.79381912244898,-97.0015011632653,0.0
574,2014,1805,4000.0,,4000.0,ERS,,,Food Truck,RETAIL,,,,,3000 Wyoming,,El Paso,TX,79903.0,,,"3000 Wyoming,El Paso,TX,79903","3000, Wyoming Avenue, Mission Hills, El Paso, El Paso County, Texas, 79903, United States of America","(31.780609, -106.459791, 0.0)",31.780609,-106.459791,0.0
575,2014,1805,250000.0,,250000.0,ERS,,,Salad restaurant,NONRETAIL,,,,,115 W. 6th Street,,Austin,TX,78701.0,,48453001100.0,"115 W. 6th Street,Austin,TX,78701","115, West 6th Street, Downtown, Austin, Travis County, Texas, 78701, United States of America","(30.268149, -97.743754, 0.0)",30.268149,-97.743754,0.0
576,2014,1805,18674.76,,18674.76,ERS,,,Food Trailer,NONRETAIL,,,,,651 Lexington Blvd,,Corpus Christi,TX,78419.0,,,"651 Lexington Blvd,Corpus Christi,TX,78419","Lexington Boulevard, Flour Bluff, Corpus Christi, Nueces County, Texas, 78419, United States of America","(27.6897725, -97.2691462, 0.0)",27.6897725,-97.2691462,0.0
577,2014,1805,12750.0,,15500.0,ERS,,,Mexican/American Food,RETAIL,,,,,269 Pyrite,,El Paso,TX,79932.0,,,"269 Pyrite,El Paso,TX,79932","269, Pyrite Drive, Montoya, El Paso, El Paso County, Texas, 79932, United States of America","(31.845626815368476, -106.57404288911265, 0.0)",31.845626815368476,-106.57404288911265,0.0
579,2014,1805,18000.0,,22500.0,ERS,,,Trucking Produce,NONRETAIL,,,,,1215 S. Cesar Chavez Rd.,,Edinburg,TX,78542.0,,48215023800.0,"1215 S. Cesar Chavez Rd.,Edinburg,TX,78542","Cesar Chavez Road, Cesar Chavez, Hidalgo County, Texas, 78542, United States of America","(26.3087239, -98.1121117, 0.0)",26.3087239,-98.1121117,0.0
580,2014,1805,5000.0,,5000.0,ERS,,,Healthy food Store,RETAIL,,,,,11677 Spencer,,El Paso,TX,79936.0,,48141010327.0,"11677 Spencer,El Paso,TX,79936","11677, Spencer Drive, Las Palmas Colonia, El Paso, El Paso County, Texas, 79936, United States of America","(31.780088811568824, -106.28610450104568, 0.0)",31.780088811568824,-106.28610450104568,0.0
581,2014,1805,12000.0,,12000.0,ERS,,,Transportation of Produce,NONRETAIL,,,,,616 Lynn Drive,,Edinburg,TX,78539.0,,48215023800.0,"616 Lynn Drive,Edinburg,TX,78539","616, Lynn Drive, Enfield Estates, Seville Park Number 1 Colonia, Edinburg, Hidalgo County, Texas, 78539, United States of America","(26.26883988847501, -98.16576782017879, 0.0)",26.26883988847501,-98.16576782017879,0.0
582,2014,1805,5000.0,,7000.0,ERS,,,"Sale of fresh food, soups, salads",NONRETAIL,,,,,4900 Broadway Avenue,,Haltom City,TX,76117.0,,,"4900 Broadway Avenue,Haltom City,TX,76117","Broadway Avenue, Haltom City, Tarrant County, Texas, 76117, United States of America","(32.8093245, -97.2476496, 0.0)",32.8093245,-97.2476496,0.0
583,2014,1805,25000.0,,50000.0,ERS,,,corn tortilla production & sales,NONRETAIL,,,,,1926 Guadalupe St,,San Antonio,TX,78207.0,,,"1926 Guadalupe St,San Antonio,TX,78207","1926, Guadalupe Street, Cattleman's Square, San Antonio, Bexar County, Texas, 78207, United States of America","(29.41894436734694, -98.52162251020408, 0.0)",29.41894436734694,-98.52162251020408,0.0
584,2014,1805,10000.0,,15000.0,ERS,,,Transport-Produce,NONRETAIL,,,,,205 Cardinal St,,San Juan,TX,78589.0,,,"205 Cardinal St,San Juan,TX,78589","205, Cardinal Street, Sioux Terrace Colonia, San Juan, Hidalgo County, Texas, 78589, United States of America","(26.217183163265307, -98.154643, 0.0)",26.217183163265307,-98.154643,0.0
589,2014,1805,15000.0,,15000.0,ERS,,,fresh food,NONRETAIL,,,,,1119 East 3rd Street,,Alice,TX,78332.0,,48249950300.0,"1119 East 3rd Street,Alice,TX,78332","1119, East 3rd Street, North Hilltop Addition Colonia, Kiesling's Colonia, Alice, Jim Wells County, Texas, 78332, United States of America","(27.75351670867622, -98.06411742429275, 0.0)",27.75351670867622,-98.06411742429275,0.0
590,2014,1805,15000.0,,15000.0,ERS,,,Food Manufacturing,NONRETAIL,,,,,140 Fredericksburg Rd.,,San Antonio,TX,78201.0,,48029190100.0,"140 Fredericksburg Rd.,San Antonio,TX,78201","140, Fredericksburg Road, Woodlawn Lake, San Antonio, Bexar County, Texas, 78201, United States of America","(29.444334591836736, -98.50648708163266, 0.0)",29.444334591836736,-98.50648708163266,0.0
593,2014,1805,3000.0,,3000.0,ERS,,,Farm,NONRETAIL,,,,,RT HC 66,,Ft. Hancock,TX,79839.0,,,"RT HC 66,Ft. Hancock,TX,79839","Fort Hancock, Weston Oaks, Bexar County, Texas, United States of America","(29.4259996, -98.7491177, 0.0)",29.4259996,-98.7491177,0.0
597,2014,1805,10000.0,,20000.0,ERS,,,"Sale of fresh food, salads",NONRETAIL,,,,,1902 Bandera Road,,San Antonio,TX,78228.0,,,"1902 Bandera Road,San Antonio,TX,78228","1902, Bandera Road, San Antonio, Bexar County, Texas, 78228, United States of America","(29.47194930612245, -98.57558165306122, 0.0)",29.47194930612245,-98.57558165306122,0.0
599,2014,1805,15000.0,,20000.0,ERS,,,Sale of Melon Water,NONRETAIL,,,,,4816 Gaston Avenue,,Dallas,TX,75246.0,,,"4816 Gaston Avenue,Dallas,TX,75246","4816, Gaston Avenue, Old East Dallas, Dallas, Dallas County, Texas, 75246, United States of America","(32.79946131689653, -96.76997472697579, 0.0)",32.79946131689653,-96.76997472697579,0.0
600,2014,1805,25000.0,,25000.0,ERS,,,mobile food sales,NONRETAIL,,,,,3702 Dowell Drive,,Longview,TX,75604.0,,,"3702 Dowell Drive,Longview,TX,75604","3702, Dowell Drive, Thomas Manor, Spring Hill, Longview, Gregg County, Texas, 75604, United States of America","(32.55267724575977, -94.81574425440637, 0.0)",32.55267724575977,-94.81574425440637,0.0
605,2014,823,181000.0,,181000.0,ERS,,,To refinance existing debt of an established food co-op operating out of rental space,RETAIL,,,,,2828 East 10th Street,,Indianapolis,IN,46201.0,,,"2828 East 10th Street,Indianapolis,IN,46201","East 10th Street, Young's Sub, Woodruff Place, Indianapolis, Marion County, Indiana, 46201, United States of America","(39.781165, -86.1377007, 0.0)",39.781165,-86.1377007,0.0
607,2014,823,712121.0,,5578000.0,ERS,,,Full service grocery store in commercial real estate space,RETAIL,,,,,801 University Ave,,Des Moines,IA,50314.0,,,"801 University Ave,Des Moines,IA,50314","801, University Avenue, Downtown, Des Moines, Polk County, Iowa, 50314, United States of America","(41.60088261744966, -93.62892197315436, 0.0)",41.60088261744966,-93.62892197315436,0.0
608,2014,823,700000.0,,5600000.0,ERS,,,"Project includes a grocery Store, aggregation & distribution Center, and Processing Center.",RETAIL,,,,,1500 Lafayette Ave,,St. Louis,MO,63104.0,,29510123200.0,"1500 Lafayette Ave,St. Louis,MO,63104","1500, Lafayette Avenue, Peabody-Darst-Webbe, St. Louis, City of Saint Louis, Missouri, 63104, United States of America","(38.613200327621, -90.20853820658395, 0.0)",38.613200327621,-90.20853820658395,0.0
609,2014,823,1700000.0,,2170000.0,ERS,,,"Multi-tenant retail center with 17,678 sf SAL grocery and 23,032 sf Blast Fitness.",RETAIL,,,,,1549 S Jefferson Ave,,St. Louis,MO,63104.0,,29510123100.0,"1549 S Jefferson Ave,St. Louis,MO,63104","1549, South Jefferson Avenue, Lafayette Square, St. Louis, City of Saint Louis, Missouri, 63104, United States of America","(38.61724986033476, -90.22067150438076, 0.0)",38.61724986033476,-90.22067150438076,0.0
610,2014,828,903846.0,NONPROFIT,926442.3,ERS,,,"Urban farm, incubator/commercial kitchens, processing/distribution centers, restaurant, classrooms",NONRETAIL,,,,,9501 S. Cottage Grove Avenue,,Chicago,IL,60628.0,,,"9501 S. Cottage Grove Avenue,Chicago,IL,60628","9501, South Cottage Grove Avenue, Pullman, Chicago, Cook County, Illinois, 60628, United States of America","(41.718731, -87.603839, 0.0)",41.718731,-87.603839,0.0
611,2014,828,660000.0,FORPROFIT,1070000.0,ERS,,,Improvements and start up expenses for new grocery store,RETAIL,,,,,100 S. Orchard Drive,,Park Forest,IL,60466.0,,17031830300.0,"100 S. Orchard Drive,Park Forest,IL,60466","100, South Orchard Drive, Park Forest, Cook County, Illinois, 60466, United States of America","(41.48304234218853, -87.68391195793899, 0.0)",41.48304234218853,-87.68391195793899,0.0
612,2014,828,75000.0,NONPROFIT,112587.0,OTHER,Adjacent census tract,,"Healthy food restaurant, with emphasis on",NONRETAIL,,,,,3506 W. Chicago Ave,,Chicago,IL,60651.0,,17031231100.0,"3506 W. Chicago Ave,Chicago,IL,60651","Oooh Wee! Sweet Tea, 3506, West Chicago Avenue, Pacific Junction, Humboldt Park, Chicago, Cook County, Illinois, 60651, United States of America","(41.8956915, -87.7143237, 0.0)",41.8956915,-87.7143237,0.0
613,2014,828,1639667.0,FORPROFIT,7120712.0,OTHER,"DHED, City of Chicago",,Four dining venues; emphasis on healthy food and health and wellness education,NONRETAIL,,,,,300 E. 51st Street,,Chicago,IL,60615.0,,17031381800.0,"300 E. 51st Street,Chicago,IL,60615","Urban Juncture, 300, East 51st Street, Washington Park, Chicago, Cook County, Illinois, 60615, United States of America","(41.802224, -87.6191002, 0.0)",41.802224,-87.6191002,0.0
614,2014,828,96154.0,NONPROFIT,98557.69,ERS,,,Year-round farmer's market,RETAIL,,,,,9501 S. Cottage Grove Avenue,,Chicago,IL,60628.0,,,"9501 S. Cottage Grove Avenue,Chicago,IL,60628","9501, South Cottage Grove Avenue, Pullman, Chicago, Cook County, Illinois, 60628, United States of America","(41.718731, -87.603839, 0.0)",41.718731,-87.603839,0.0
615,2014,828,500000.0,FORPROFIT,678000.0,ERS,,,Predevelopment for 5 acre retail development anchored by a Whole Foods Market,RETAIL,,,,,800 W. 63rd St.,,Chicago,IL,60621.0,,,"800 W. 63rd St.,Chicago,IL,60621","800, West 63rd Street, Englewood, Chicago, Cook County, Illinois, 60621, United States of America","(41.779808, -87.646342, 0.0)",41.779808,-87.646342,0.0
616,2014,828,160333.0,FORPROFIT,696288.6,OTHER,"DHED, City of Chicago",,Fresh produce market,RETAIL,,,,,300 E. 51st Street,,Chicago,IL,60615.0,,17031381800.0,"300 E. 51st Street,Chicago,IL,60615","Urban Juncture, 300, East 51st Street, Washington Park, Chicago, Cook County, Illinois, 60615, United States of America","(41.802224, -87.6191002, 0.0)",41.802224,-87.6191002,0.0
618,2014,6794,90000.0,FORPROFIT,190000.0,OTHER,PolicyMap LSA,,grocery retailer/wholesaler,RETAIL,,,,,302 Carteret Street,,Beaufort,SC,29902.0,,,"302 Carteret Street,Beaufort,SC,29902","302, Carteret Street, The Point, Beaufort, Beaufort County, Indian Land, 29902, United States of America","(32.43181026492474, -80.67001178053962, 0.0)",32.43181026492474,-80.67001178053962,0.0
623,2014,1794,15000.0,,20000.0,ERS,OTHER,,HOMEMADE JAMS,NONRETAIL,,,,,1600 W. Nopal Street,,Carrizo Springs,TX,78834.0,,48127950200.0,"1600 W. Nopal Street,Carrizo Springs,TX,78834","1600, West Nopal Street, Carrizo Springs, Dimmit County, Texas, 78834, United States of America","(28.526804, -99.868391, 0.0)",28.526804,-99.868391,0.0
624,2014,1794,10000.0,,200000.0,ERS,OTHER,,RESTAURANT,NONRETAIL,,,,,101 Petry Place,,Carrizo Springs,TX,78834.0,,48127950200.0,"101 Petry Place,Carrizo Springs,TX,78834","101, Petry Place, Carrizo Springs, Dimmit County, Texas, 78834, United States of America","(28.544234, -99.84543, 0.0)",28.544234,-99.84543,0.0
625,2014,1794,50000.0,,150000.0,ERS,,,Commercial Greenhouse,RETAIL,,,,,301 Pena,,Carrizo Springs,TX,78834.0,,48127950200.0,"301 Pena,Carrizo Springs,TX,78834","301, Pena Street, Carrizo Springs, Dimmit County, Texas, 78834, United States of America","(28.52119376724138, -99.8579699137931, 0.0)",28.52119376724138,-99.8579699137931,0.0
627,2014,1794,10000.0,,20000.0,ERS,OTHER,,TACO STAND,RETAIL,,,,,1050 Washington St.,,Asherton,TX,78827.0,,48127950200.0,"1050 Washington St.,Asherton,TX,78827","Washington Street, Asherton, Dimmit County, Texas, 78827, United States of America","(28.442626, -99.755465, 0.0)",28.442626,-99.755465,0.0
628,2014,1794,50000.0,,150000.0,ERS,,,Commercial Greenhouse,NONRETAIL,,,,,301 Pena,,Carrizo Springs,TX,78834.0,,48127950200.0,"301 Pena,Carrizo Springs,TX,78834","301, Pena Street, Carrizo Springs, Dimmit County, Texas, 78834, United States of America","(28.52119376724138, -99.8579699137931, 0.0)",28.52119376724138,-99.8579699137931,0.0
629,2014,1794,15000.0,,20000.0,ERS,OTHER,,HEALTHY WATER SUPPLIER,NONRETAIL,,,,,908 PINE STREET,,Carrizo Springs,TX,78834.0,,48127950200.0,"908 PINE STREET,Carrizo Springs,TX,78834","908, Pine Street, Carrizo Springs, Dimmit County, Texas, 78834, United States of America","(28.53204155102041, -99.86624087755102, 0.0)",28.53204155102041,-99.86624087755102,0.0
633,2013,635,67645.0,,67645.0,ERS,,,"Restaurant, breakfast, lunch and dinner",NONRETAIL,,,,,416 CLAY ST,,HENDERSON,KY,42420.0,,21101020300.0,"416 CLAY ST,HENDERSON,KY,42420","416, Clay Street, Weaverton, Henderson, Henderson County, Kentucky, 42420, United States of America","(37.8331349529443, -87.59238642554047, 0.0)",37.8331349529443,-87.59238642554047,0.0
659,2015,457,450000.0,FORPROFIT,450000.0,ERS,,,Cooperative Natural Food Grovery Store,RETAIL,,,,,330 North King Street,,Northampton,MA,1060.0,,25015821601.0,"330 North King Street,Northampton,MA,1060","River Valley Co-op, 330, North King Street, Laurel Park, Northampton, Hampshire County, Massachusetts, 1060, United States of America","(42.3478298, -72.6433711, 0.0)",42.3478298,-72.6433711,0.0
661,2015,457,40000.0,FORPROFIT,75000.0,ERS,,,Cooperative grocery store,RETAIL,,,,,12 North Main Street,,Orange,MA,1364.0,,25011040501.0,"12 North Main Street,Orange,MA,1364","12, Main Street, North Orange, Orange, Franklin County, Massachusetts, 01364, United States of America","(42.63496216325119, -72.26083643795644, 0.0)",42.63496216325119,-72.26083643795644,0.0
662,2015,457,86000.0,FORPROFIT,86000.0,ERS,0,,cattle farm,NONRETAIL,,,,,594 Windsor Road,,Cheshire,MA,1225.0,,25003923100.0,"594 Windsor Road,Cheshire,MA,1225","594, Windsor Road, Martin, Arnoldville, Cheshire, Berkshire County, Massachusetts, 01225, United States of America","(42.557221150000004, -73.13336409665663, 0.0)",42.557221150000004,-73.13336409665663,0.0
667,2015,151,100000.0,FORPROFIT,1718000.0,ERS,,,Natural food coop,RETAIL,,,,,526 Gaffney Road,,Fairbanks,AK,99701.0,,2090000100.0,"526 Gaffney Road,Fairbanks,AK,99701","526, Gaffney Road, South Fairbanks, Fairbanks, Fairbanks North Star, Alaska, 99701, United States of America","(64.83710202145308, -147.71643215408838, 0.0)",64.83710202145308,-147.71643215408838,0.0
668,2015,151,126009.0,FORPROFIT,270000.0,ERS,,,Natural food coop,RETAIL,,,,,109 W. Baraga Ave.,,Marquette,MI,49855.0,4728.0,26103000300.0,"109 W. Baraga Ave.,Marquette,MI,49855","109, West Baraga Avenue, Marquette, Marquette County, Michigan, 49855, United States of America","(46.54071816285807, -87.39396524178517, 0.0)",46.54071816285807,-87.39396524178517,0.0
669,2015,151,100000.0,FORPROFIT,1718000.0,ERS,,,Natural food coop,RETAIL,,,,,526 Gaffney Road,,Fairbanks,AK,99701.0,,2090000100.0,"526 Gaffney Road,Fairbanks,AK,99701","526, Gaffney Road, South Fairbanks, Fairbanks, Fairbanks North Star, Alaska, 99701, United States of America","(64.83710202145308, -147.71643215408838, 0.0)",64.83710202145308,-147.71643215408838,0.0
670,2015,151,224016.0,FORPROFIT,480000.0,ERS,,,Natural foods coop,RETAIL,,,,,109 W. Baraga Ave.,,Marquette,MI,49855.0,4728.0,26103000300.0,"109 W. Baraga Ave.,Marquette,MI,49855","109, West Baraga Avenue, Marquette, Marquette County, Michigan, 49855, United States of America","(46.54071816285807, -87.39396524178517, 0.0)",46.54071816285807,-87.39396524178517,0.0
671,2015,638,234000.0,FORPROFIT,520000.0,ERS,,,Fresh Table Grocery with healthy food selections.,RETAIL,,,,,1818 Race,,Cincinnati,OH,45202.0,,39061001600.0,"1818 Race,Cincinnati,OH,45202","1818, Race Street, Brewery District, Over-the-Rhine, Cincinnati, Hamilton County, Ohio, 45202, United States of America","(39.11614885, -84.5181284704666, 0.0)",39.11614885,-84.5181284704666,0.0
673,2015,2128,250000.0,FORPROFIT,500000.0,OTHER,Fresh Zone a NYC designation - http://maps.nyc.gov/doitt/nycitymap,,"250,000 LIIF for SandyRelief to cover expenses and loses due to Superstorm Sandy",RETAIL,,,,,2052 MOTT AVE,,FAR ROCKAWAY,NY,11691.0,,36081103202.0,"2052 MOTT AVE,FAR ROCKAWAY,NY,11691","Mott Avenue, Roy Reuther Houses, Far Rockaway, Queens County, New York, 11691, United States of America","(40.606029, -73.758773, 0.0)",40.606029,-73.758773,0.0
674,2015,2128,2232000.0,FORPROFIT,2823698.0,OTHER,The Food Trust,,Renovation of existing supermarket,RETAIL,,,,,307 Gifford St,,Syracuse,NY,13204.0,,36067004000.0,"307 Gifford St,Syracuse,NY,13204","307, Gifford Street, Near Westside, Syracuse, Onondaga County, New York, 13204, United States of America","(43.04332564579455, -76.15911150168577, 0.0)",43.04332564579455,-76.15911150168577,0.0
675,2015,2128,3630002.0,FORPROFIT,5006906.0,OTHER,The Food Trust,,"$3,845,000 to acquire and expand an existing building for a supermarket",RETAIL,,,,,300 SAND LN,,STATEN ISLAND,NY,10305.0,,36085007000.0,"300 SAND LN,STATEN ISLAND,NY,10305","Vanderbilt at South Beach, 300, Sand Lane, South Beach, Todt Hill, Staten Island, Richmond County, New York, 10305, United States of America","(40.589199699999995, -74.06644899182196, 0.0)",40.589199699999995,-74.06644899182196,0.0
676,2015,2128,4000000.0,FORPROFIT,18600000.0,OTHER,The Food Trust,,Construction of mixed use commercial and retail with Whole Foods as anchor,RETAIL,,,,,609 Broad St,,Newark,NJ,7102.0,,,"609 Broad St,Newark,NJ,7102","609, Broad Street, Teachers Village, Roseville, Newark, Essex County, New Jersey, 07102, United States of America","(40.7402715, -74.169652, 0.0)",40.7402715,-74.169652,0.0
677,2015,2128,1032400.0,FORPROFIT,4787060.0,OTHER,The Food Trust,,Construction of mixed use commercial and retail with Whole Foods as anchor,RETAIL,,,,,609 Broad St,,Newark,NJ,7102.0,,,"609 Broad St,Newark,NJ,7102","609, Broad Street, Teachers Village, Roseville, Newark, Essex County, New Jersey, 07102, United States of America","(40.7402715, -74.169652, 0.0)",40.7402715,-74.169652,0.0
678,2015,2128,1500000.0,FORPROFIT,18900000.0,TRF,,,Healthy Food Hub,RETAIL,,,,,300 N BROAD ST,,NEW ORLEANS,LA,70119.0,,22071004900.0,"300 N BROAD ST,NEW ORLEANS,LA,70119","Whole Foods Market, 300, North Broad Street, Faubourg St. John, New Orleans, Orleans Parish, Louisiana, 70119, United States of America","(29.96718, -90.0844933, 0.0)",29.96718,-90.0844933,0.0
706,2015,635,722561.6,,722561.6,ERS,,,Grocery store in the food desert,RETAIL,,,,,261 Midland Ave,,Lexington,KY,40505.0,,,"261 Midland Ave,Lexington,KY,40505","261, Midland Avenue, Bell Court, Lexington Manor, Lexington, Fayette County, Kentucky, 40508, United States of America","(38.0423952, -84.4836872, 0.0)",38.0423952,-84.4836872,0.0
707,2015,635,600000.0,,600000.0,ERS,,,A place where chefs can prepare and offer healthy foods to undeserved areas,RETAIL,,,,,1812 W Muhammad Ali Blvd,,Louisville,KY,40218.0,,,"1812 W Muhammad Ali Blvd,Louisville,KY,40218","1812, West Muhammad Ali Boulevard, Portland, Louisville, Jefferson County, Kentucky, 40203, United States of America","(38.2536055, -85.7814802, 0.0)",38.2536055,-85.7814802,0.0
708,2015,635,67645.0,,67645.0,ERS,,,RESTAURANT,NONRETAIL,,,,,416 CLAY ST,,HENDERSON,KY,42420.0,,21101020300.0,"416 CLAY ST,HENDERSON,KY,42420","416, Clay Street, Weaverton, Henderson, Henderson County, Kentucky, 42420, United States of America","(37.8331349529443, -87.59238642554047, 0.0)",37.8331349529443,-87.59238642554047,0.0
710,2015,635,151500.0,,151500.0,ERS,,,MARKET AND STORE,RETAIL,,,,,486 Walton Ave,,LEXINGTON,KY,40502.0,,,"486 Walton Ave,LEXINGTON,KY,40502","Walton Avenue, Bell Court, Lexington Manor, Lexington, Fayette County, Kentucky, 40507, United States of America","(38.038809, -84.482636, 0.0)",38.038809,-84.482636,0.0
711,2015,635,800000.0,,800000.0,ERS,11000,,A place where chefs can prepare and offer healthy foods to undeserved areas,RETAIL,,,,,1812 W Muhammad Ali Blvd,,Louisville,KY,40203.0,,,"1812 W Muhammad Ali Blvd,Louisville,KY,40203","1812, West Muhammad Ali Boulevard, Portland, Louisville, Jefferson County, Kentucky, 40203, United States of America","(38.2536055, -85.7814802, 0.0)",38.2536055,-85.7814802,0.0
713,2015,635,168780.0,,168780.0,ERS,,,Restaurant serving local grown foods and goods to an undeserved area,NONRETAIL,,,,,989 Della Dr,,Lexington,KY,40504.0,,,"989 Della Dr,Lexington,KY,40504","989, Della Drive, The Lane, Gardenside, Lexington, Fayette County, Kentucky, 40504, United States of America","(38.0380741, -84.54516464855631, 0.0)",38.0380741,-84.54516464855631,0.0
716,2015,635,189009.0,,189009.0,ERS,,,"Restaurant offering southern/regional cuisine using local meats and produce, fruits and vegetables",NONRETAIL,,,,,214 S Water St,,Georgetown,KY,40324.0,,,"214 S Water St,Georgetown,KY,40324","South Water Street, Georgetown, Scott County, Kentucky, 40324, United States of America","(38.209275, -84.561589, 0.0)",38.209275,-84.561589,0.0
718,2015,1208,72156.5,OTHER,4051625.0,ERS,,,"Renovation for independent grocer. Focus on fresh, local produce with deli items made in-house.",RETAIL,,,,,555 FIVE CITIES DRIVE,,PISMO BEACH,CA,93449.0,,6079011700.0,"555 FIVE CITIES DRIVE,PISMO BEACH,CA,93449","California Fresh Market, 555, Five Cities Drive, Pismo Beach, San Luis Obispo County, California, 93449, United States of America","(35.13506065, -120.62386599231839, 0.0)",35.13506065,-120.62386599231839,0.0
719,2015,1208,11000000.0,,18200000.0,ERS,,,"Multi-tenant food production facility, job training program",NONRETAIL,,,,,230 West Avenue 26,,Los Angeles,CA,90065.0,,6037199000.0,"230 West Avenue 26,Los Angeles,CA,90065","230, West Avenue 26, Lincoln Heights, Los Angeles, Los Angeles County, California, 90031, United States of America","(34.0788840212766, -118.217753, 0.0)",34.0788840212766,-118.217753,0.0
720,2015,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt,RETAIL,,,,,701 E. Jefferson Blvd,,Los Angeles,CA,90011.0,,6037226700.0,"701 E. Jefferson Blvd,Los Angeles,CA,90011","701, East Jefferson Boulevard, Historic South-Central, Los Angeles, Los Angeles County, California, 90011, United States of America","(34.015389, -118.265075, 0.0)",34.015389,-118.265075,0.0
726,2015,823,3000000.0,,26000000.0,ERS,,,Acquisition and construction loan to develop a full-service grocery store in an LSA,RETAIL,,,,,Pershing and King Drive,,Chicago,IL,60653.0,,,"Pershing and King Drive,Chicago,IL,60653","King Drive & Pershing, South Doctor Martin Luther King Junior Drive, Oakland, Grand Boulevard, Chicago, Cook County, Illinois, 60653, United States of America","(41.8235777, -87.6171194, 0.0)",41.8235777,-87.6171194,0.0
727,2015,823,181000.0,,181000.0,ERS,,,To refinance existing debt of an established food co-op operating out of rental space,RETAIL,,,,,2828 East 10th Street,,Indianapolis,IN,46201.0,,,"2828 East 10th Street,Indianapolis,IN,46201","East 10th Street, Young's Sub, Woodruff Place, Indianapolis, Marion County, Indiana, 46201, United States of America","(39.781165, -86.1377007, 0.0)",39.781165,-86.1377007,0.0
731,2015,823,1700000.0,,2170000.0,ERS,,,"Multi-tenant retail center with 17,678 sf SAL grocery and 23,032 sf Blast Fitness.",RETAIL,,,,,1549 S Jefferson Ave,,St. Louis,MO,63104.0,,29510123100.0,"1549 S Jefferson Ave,St. Louis,MO,63104","1549, South Jefferson Avenue, Lafayette Square, St. Louis, City of Saint Louis, Missouri, 63104, United States of America","(38.61724986033476, -90.22067150438076, 0.0)",38.61724986033476,-90.22067150438076,0.0
733,2015,823,712121.0,,5578000.0,ERS,,,Full service grocery store in commercial real estate space,RETAIL,,,,,801 University Ave,,Des Moines,IA,50314.0,,,"801 University Ave,Des Moines,IA,50314","801, University Avenue, Downtown, Des Moines, Polk County, Iowa, 50314, United States of America","(41.60088261744966, -93.62892197315436, 0.0)",41.60088261744966,-93.62892197315436,0.0
734,2015,823,700000.0,,5600000.0,ERS,,,"Project includes a grocery Store, aggregation & distribution Center, and Processing Center.",RETAIL,,,,,1500 Lafayette Ave,,St. Louis,MO,63104.0,,29510123200.0,"1500 Lafayette Ave,St. Louis,MO,63104","1500, Lafayette Avenue, Peabody-Darst-Webbe, St. Louis, City of Saint Louis, Missouri, 63104, United States of America","(38.613200327621, -90.20853820658395, 0.0)",38.613200327621,-90.20853820658395,0.0
735,2015,1664,69740.5,,69740.53,TRF,Not Applicable,,Restaurant,RETAIL,,,,,617 PIETY ST,,NEW ORLEANS,LA,70117.0,,22071001200.0,"617 PIETY ST,NEW ORLEANS,LA,70117","Pizza Delicious, 617, Piety Street, French Market, Bywater, New Orleans, Orleans Parish, Louisiana, 70117, United States of America","(29.9624264, -90.0428774, 0.0)",29.9624264,-90.0428774,0.0
736,2015,1664,50000.0,,50000.0,TRF,Not Applicable,,Restaurant,RETAIL,,,,,617 PIETY ST,,NEW ORLEANS,LA,70117.0,,22071001200.0,"617 PIETY ST,NEW ORLEANS,LA,70117","Pizza Delicious, 617, Piety Street, French Market, Bywater, New Orleans, Orleans Parish, Louisiana, 70117, United States of America","(29.9624264, -90.0428774, 0.0)",29.9624264,-90.0428774,0.0
737,2015,1664,500000.0,,500000.0,TRF,Not Applicable,,Grocery,RETAIL,,,,,2372 ST CLAUDE AVE,SUITE 110,NEW ORLEANS,LA,70117.0,,22071001800.0,"2372 ST CLAUDE AVE,NEW ORLEANS,LA,70117","New Orleans Healing Center, 2372, Saint Claude Avenue, French Market, Faubourg Marigny, New Orleans, Orleans Parish, Louisiana, 70117, United States of America","(29.9686492, -90.0524517, 0.0)",29.9686492,-90.0524517,0.0
