,year,org_id,loan_amt,entity_structure,total_proj_cost,food_desert,food_desert_2,hffi_year,proj_desc,bus_type,activity,activity_other,latitude,longitude,street,address_2,city,state,zipcode,zipcode_4,fips,address,location,point,lat,long,alt
1071,2016,828,826959.4,NONPROFIT,847633.4,ERS,,,"Urban farm, incubator/commercial kitchens, processing/distribution centers, restaurant, classrooms",NONRETAIL,,,,,9501 S. Cottage Grove Avenue,,Chicago,IL,60628.0,,,"9501 S. Cottage Grove Avenue,Chicago,IL,60628","9501, South Cottage Grove Avenue, Pullman, Chicago, Cook County, Illinois, 60628, United States of America","(41.718731, -87.603839, 0.0)",41.718731,-87.603839,0.0
1072,2016,828,660000.0,FORPROFIT,1070000.0,ERS,,,Improvements and start up expenses for new grocery store,RETAIL,,,,,100 S. Orchard Drive,,Park Forest,IL,60466.0,,17031830300.0,"100 S. Orchard Drive,Park Forest,IL,60466","100, South Orchard Drive, Park Forest, Cook County, Illinois, 60466, United States of America","(41.48304234218853, -87.68391195793899, 0.0)",41.48304234218853,-87.68391195793899,0.0
1073,2016,828,1048656.0,FORPROFIT,3726064.0,OTHER,"DHED, City of Chicago",,Four dining venues; emphasis on healthy food and health/wellness education; additional office space,NONRETAIL,,,,,300 E. 51st Street,,Chicago,IL,60615.0,,17031381800.0,"300 E. 51st Street,Chicago,IL,60615","Urban Juncture, 300, East 51st Street, Washington Park, Chicago, Cook County, Illinois, 60615, United States of America","(41.802224, -87.6191002, 0.0)",41.802224,-87.6191002,0.0
1074,2016,828,173040.6,NONPROFIT,177366.6,ERS,,,Year-round farmer's market and urban farm,RETAIL,,,,,9501 S. Cottage Grove Avenue,,Chicago,IL,60628.0,,,"9501 S. Cottage Grove Avenue,Chicago,IL,60628","9501, South Cottage Grove Avenue, Pullman, Chicago, Cook County, Illinois, 60628, United States of America","(41.718731, -87.603839, 0.0)",41.718731,-87.603839,0.0
1075,2016,828,500000.0,FORPROFIT,678000.0,ERS,,,Predevelopment for 5 acre retail development anchored by a Whole Foods Market,RETAIL,,,,,800 W. 63rd St.,,Chicago,IL,60621.0,,,"800 W. 63rd St.,Chicago,IL,60621","800, West 63rd Street, Englewood, Chicago, Cook County, Illinois, 60621, United States of America","(41.779808, -87.646342, 0.0)",41.779808,-87.646342,0.0
1076,2016,828,1151345.0,FORPROFIT,4090936.0,OTHER,"DHED, City of Chicago",,Fresh produce market and urban farm rooftop and garden with fresh fruit and vegetables,RETAIL,,,,,300 E. 51st Street,,Chicago,IL,60615.0,,17031381800.0,"300 E. 51st Street,Chicago,IL,60615","Urban Juncture, 300, East 51st Street, Washington Park, Chicago, Cook County, Illinois, 60615, United States of America","(41.802224, -87.6191002, 0.0)",41.802224,-87.6191002,0.0
1078,2016,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt,RETAIL,,,,,701 E Jefferson Blvd,,Los Angeles,CA,90011.0,,,"701 E Jefferson Blvd,Los Angeles,CA,90011","701, East Jefferson Boulevard, Historic South-Central, Los Angeles, Los Angeles County, California, 90011, United States of America","(34.015389, -118.265075, 0.0)",34.015389,-118.265075,0.0
1079,2016,1208,350000.0,NONPROFIT,720000.0,ERS,,,Nonprofit organization that provides at-risk youth a path to self sufficiency through training,RETAIL,,,,,300 N Broad St,,New Orleans,LA,70119.0,,22071004900.0,"300 N Broad St,New Orleans,LA,70119","Whole Foods Market, 300, North Broad Street, Faubourg St. John, New Orleans, Orleans Parish, Louisiana, 70119, United States of America","(29.96718, -90.0844933, 0.0)",29.96718,-90.0844933,0.0
1080,2016,1208,850000.0,FORPROFIT,8210512.0,ERS,,,Grocery store is one anchor tenant in project to renovate a property vacant for 10 years.,RETAIL,,,,,1601 South Jefferson Avenue,,St. Louis,MO,63104.0,,,"1601 South Jefferson Avenue,St. Louis,MO,63104","Fit City Saint Louis, 1601, South Jefferson Avenue, Lafayette Square, St. Louis, City of Saint Louis, Missouri, 63104, United States of America","(38.6164976, -90.2219351, 0.0)",38.6164976,-90.2219351,0.0
1081,2016,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,500 S Pacific Ave,,San Pedro,CA,90731.0,,,"500 S Pacific Ave,San Pedro,CA,90731","South Pacific Avenue, San Pedro, Los Angeles, Los Angeles County, California, 90731, United States of America","(33.7432902, -118.287881, 0.0)",33.7432902,-118.287881,0.0
1082,2016,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,9127 S Figueroa St,,Los Angeles,CA,90003.0,,,"9127 S Figueroa St,Los Angeles,CA,90003","South Figueroa Street, Vermont Vista, Los Angeles, Los Angeles County, California, 90745, United States of America","(33.9600377, -118.2827169, 0.0)",33.9600377,-118.2827169,0.0
1083,2016,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,500 S Pacific Ave,,San Pedro,CA,90731.0,,,"500 S Pacific Ave,San Pedro,CA,90731","South Pacific Avenue, San Pedro, Los Angeles, Los Angeles County, California, 90731, United States of America","(33.7432902, -118.287881, 0.0)",33.7432902,-118.287881,0.0
1084,2016,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,4710 S Broadway,,Los Angeles,CA,90037.0,,,"4710 S Broadway,Los Angeles,CA,90037","4710, South Broadway, South Park, Los Angeles, Los Angeles County, California, 90037, United States of America","(34.000166, -118.278227, 0.0)",34.000166,-118.278227,0.0
1085,2016,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,4710 South Broadway,,Los Angeles,CA,90037.0,,,"4710 South Broadway,Los Angeles,CA,90037","4710, South Broadway, South Park, Los Angeles, Los Angeles County, California, 90037, United States of America","(34.000166, -118.278227, 0.0)",34.000166,-118.278227,0.0
1086,2016,1208,500000.0,,750000.0,ERS,,,Microlender for healthy food,RETAIL,,,,,5121 S Van Ness Ave,,Los Angeles,CA,90062.0,,,"5121 S Van Ness Ave,Los Angeles,CA,90062","5121, South Van Ness Avenue, Leimert Park, Los Angeles, Los Angeles County, California, 90062, United States of America","(33.996082606060604, -118.31721742424241, 0.0)",33.996082606060604,-118.31721742424241,0.0
1087,2016,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,230 W Avenue 26,,Los Angeles,CA,90031.0,,6037199000.0,"230 W Avenue 26,Los Angeles,CA,90031","230, West Avenue 26, Lincoln Heights, Los Angeles, Los Angeles County, California, 90031, United States of America","(34.0788840212766, -118.217753, 0.0)",34.0788840212766,-118.217753,0.0
1088,2016,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,310 E Manchester Ave,,Los Angeles,CA,90003.0,,,"310 E Manchester Ave,Los Angeles,CA,90003","310, East Manchester Avenue, Green Meadows, Los Angeles, Los Angeles County, California, 90003, United States of America","(33.96002761224489, -118.26922424489796, 0.0)",33.96002761224489,-118.26922424489796,0.0
1089,2016,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,4373 S Vermont Ave,,Los Angeles,CA,90037.0,,,"4373 S Vermont Ave,Los Angeles,CA,90037","S Vermont Avenue, Wildasin, Vermont-Slauson, Los Angeles, Los Angeles County, California, 90044-3530, United States of America","(33.9808474, -118.2917443, 0.0)",33.9808474,-118.2917443,0.0
1090,2016,1208,890000.0,,890000.0,ERS,,,Grocery Store,RETAIL,,,,,4 Vieux Carre Drive,,East Saint Louis,IL,62203.0,,,"4 Vieux Carre Drive,East Saint Louis,IL,62203","4, Vieux Carre Drive, Hilltop, East Saint Louis, Saint Clair, Illinois, 62203, United States of America","(38.595537, -90.056511, 0.0)",38.595537,-90.056511,0.0
1091,2016,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,1309 S Alvarado St,,Los Angeles,CA,90006.0,,,"1309 S Alvarado St,Los Angeles,CA,90006","1309, Alvarado Street, Alvarado Terrace Historic District, Pico-Union, Los Angeles, Los Angeles County, California, 90006, United States of America","(34.046970157894734, -118.28298921052632, 0.0)",34.046970157894734,-118.28298921052632,0.0
1093,2016,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,9127 S Figueroa St,,Los Angeles,CA,90003.0,,,"9127 S Figueroa St,Los Angeles,CA,90003","South Figueroa Street, Vermont Vista, Los Angeles, Los Angeles County, California, 90745, United States of America","(33.9600377, -118.2827169, 0.0)",33.9600377,-118.2827169,0.0
1094,2016,1208,11000000.0,,18200000.0,ERS,,,"Multi-tenant food production facility, job training program",NONRETAIL,,,,,230 W Avenue 26,,Los Angeles,CA,90031.0,,6037199000.0,"230 W Avenue 26,Los Angeles,CA,90031","230, West Avenue 26, Lincoln Heights, Los Angeles, Los Angeles County, California, 90031, United States of America","(34.0788840212766, -118.217753, 0.0)",34.0788840212766,-118.217753,0.0
1095,2016,1208,1500000.0,FORPROFIT,12000000.0,TRF,,,Capital improvements for 8 stores to expand fresh food offerings and refinancing seller's debt.,RETAIL,,,,,310 E Manchester Ave,,Los Angeles,CA,90003.0,,,"310 E Manchester Ave,Los Angeles,CA,90003","310, East Manchester Avenue, Green Meadows, Los Angeles, Los Angeles County, California, 90003, United States of America","(33.96002761224489, -118.26922424489796, 0.0)",33.96002761224489,-118.26922424489796,0.0
1096,2016,1805,49951.11,,50000.0,ERS,,,fresh salad and seafood restaurant,NONRETAIL,,,,,21353 N. Parker Road,,Santa Rosa,TX,78593.0,,48061010300.0,"21353 N. Parker Road,Santa Rosa,TX,78593","North Parker Road, Santa Rosa, Cameron County, Texas, 78552, United States of America","(26.265767, -97.821225, 0.0)",26.265767,-97.821225,0.0
1098,2016,1805,13362.59,,13362.59,ERS,,,Transportation of grains and produce,NONRETAIL,,,,,3102 E. Alberta Rd.,,Edinburg,TX,78542.0,,,"3102 E. Alberta Rd.,Edinburg,TX,78542","3102, East Alberta Road, Country View Colonia, Hidalgo County, Texas, 78542, United States of America","(26.249994885803137, -98.13975034846565, 0.0)",26.249994885803137,-98.13975034846565,0.0
1099,2016,1805,15791.91,,15791.91,ERS,,,Produce transportation,NONRETAIL,,,,,616 Lynn Drive,,Edinburg,TX,78539.0,,48215023800.0,"616 Lynn Drive,Edinburg,TX,78539","616, Lynn Drive, Enfield Estates, Seville Park Number 1 Colonia, Edinburg, Hidalgo County, Texas, 78539, United States of America","(26.26883988847501, -98.16576782017879, 0.0)",26.26883988847501,-98.16576782017879,0.0
1101,2016,1805,5000.0,,5000.0,ERS,,,Healthy food Store,RETAIL,,,,,11677 Spencer,,El Paso,TX,79936.0,,48141010327.0,"11677 Spencer,El Paso,TX,79936","11677, Spencer Drive, Las Palmas Colonia, El Paso, El Paso County, Texas, 79936, United States of America","(31.780088811568824, -106.28610450104568, 0.0)",31.780088811568824,-106.28610450104568,0.0
1102,2016,1805,18000.0,,22500.0,ERS,,,Trucking Produce,NONRETAIL,,,,,1215 S. Cesar Chavez Rd.,,Edinburg,TX,78542.0,,48215023800.0,"1215 S. Cesar Chavez Rd.,Edinburg,TX,78542","Cesar Chavez Road, Cesar Chavez, Hidalgo County, Texas, 78542, United States of America","(26.3087239, -98.1121117, 0.0)",26.3087239,-98.1121117,0.0
1118,2016,1805,11112.02,,11112.02,ERS,,,Health snack shop,RETAIL,,,,,2801 W. Expressway 83,,McAllen,TX,78501.0,,,"2801 W. Expressway 83,McAllen,TX,78501","2801, West Expressway 83, College Heights, Kane, McAllen, Hidalgo County, Texas, 78599, United States of America","(26.19370997690029, -98.25344922659339, 0.0)",26.19370997690029,-98.25344922659339,0.0
1120,2016,1805,5000.0,,5000.0,ERS,,,"Sale of fresh food, soups, seafood",NONRETAIL,,,,,7101 Harry Hines Boulevard,,Dallas,TX,75235.0,,,"7101 Harry Hines Boulevard,Dallas,TX,75235","7101, Harry Hines Boulevard, Oldham, Dallas, Dallas County, Texas, 75235, United States of America","(32.82673464520227, -96.85541528109577, 0.0)",32.82673464520227,-96.85541528109577,0.0
1121,2016,1805,15000.0,,30000.0,ERS,,,fresh food delivery truck,NONRETAIL,,,,,4673 Osborne,,El Paso,TX,79922.0,,,"4673 Osborne,El Paso,TX,79922","4673, Osborne Drive, Montoya, El Paso, El Paso County, Texas, 79922, United States of America","(31.83347752288053, -106.57015190172734, 0.0)",31.83347752288053,-106.57015190172734,0.0
1122,2016,1805,34764.77,,35000.0,ERS,,,Fresh smoked meat catering,NONRETAIL,,,,,702 East Convent,,Victoria,TX,77901.0,,,"702 East Convent,Victoria,TX,77901","702, East Convent Street, Victoria, Victoria County, Texas, 77901, United States of America","(28.79381912244898, -97.0015011632653, 0.0)",28.79381912244898,-97.0015011632653,0.0
1125,2016,1805,18674.76,,18674.76,ERS,,,Sale of fresh breakfast and dinner,NONRETAIL,,,,,651 Lexington Blvd,,Corpus Christi,TX,78419.0,,,"651 Lexington Blvd,Corpus Christi,TX,78419","Lexington Boulevard, Flour Bluff, Corpus Christi, Nueces County, Texas, 78419, United States of America","(27.6897725, -97.2691462, 0.0)",27.6897725,-97.2691462,0.0
1126,2016,1805,250000.0,,250000.0,ERS,,,Salad restaurant,NONRETAIL,,,,,115 W. 6th Street,,Austin,TX,78701.0,,48453001100.0,"115 W. 6th Street,Austin,TX,78701","115, West 6th Street, Downtown, Austin, Travis County, Texas, 78701, United States of America","(30.268149, -97.743754, 0.0)",30.268149,-97.743754,0.0
1129,2016,1805,5000.0,,7000.0,ERS,,,"Sale of fresh food, soups, salads",NONRETAIL,,,,,4900 Broadway Avenue,,Haltom City,TX,76117.0,,,"4900 Broadway Avenue,Haltom City,TX,76117","Broadway Avenue, Haltom City, Tarrant County, Texas, 76117, United States of America","(32.8093245, -97.2476496, 0.0)",32.8093245,-97.2476496,0.0
1130,2016,1805,12000.0,,12000.0,ERS,,,Transportation of Produce,NONRETAIL,,,,,616 Lynn Drive,,Edinburg,TX,78539.0,,48215023800.0,"616 Lynn Drive,Edinburg,TX,78539","616, Lynn Drive, Enfield Estates, Seville Park Number 1 Colonia, Edinburg, Hidalgo County, Texas, 78539, United States of America","(26.26883988847501, -98.16576782017879, 0.0)",26.26883988847501,-98.16576782017879,0.0
1133,2016,1805,10000.0,,15000.0,ERS,,,Transport-Produce,NONRETAIL,,,,,205 Cardinal St,,San Juan,TX,78589.0,,,"205 Cardinal St,San Juan,TX,78589","205, Cardinal Street, Sioux Terrace Colonia, San Juan, Hidalgo County, Texas, 78589, United States of America","(26.217183163265307, -98.154643, 0.0)",26.217183163265307,-98.154643,0.0
1138,2016,1805,17356.87,,50000.0,ERS,,,Health foods store and vegan deli,RETAIL,,,,,3102 Old Spanish Trail,,Houston,TX,77054.0,,,"3102 Old Spanish Trail,Houston,TX,77054","3102, Old Spanish Trail, South Lawn, Houston, Harris County, Texas, 77054, United States of America","(29.700365156758135, -95.37986930918179, 0.0)",29.700365156758135,-95.37986930918179,0.0
1139,2016,1805,15000.0,,15000.0,ERS,,,"All natural, locally sourced food production",NONRETAIL,,,,,140 Fredericksburg Rd.,,San Antonio,TX,78201.0,,48029190100.0,"140 Fredericksburg Rd.,San Antonio,TX,78201","140, Fredericksburg Road, Woodlawn Lake, San Antonio, Bexar County, Texas, 78201, United States of America","(29.444334591836736, -98.50648708163266, 0.0)",29.444334591836736,-98.50648708163266,0.0
1140,2016,1805,15000.0,,15000.0,ERS,,,fresh food,NONRETAIL,,,,,1119 East 3rd Street,,Alice,TX,78332.0,,48249950300.0,"1119 East 3rd Street,Alice,TX,78332","1119, East 3rd Street, North Hilltop Addition Colonia, Kiesling's Colonia, Alice, Jim Wells County, Texas, 78332, United States of America","(27.75351670867622, -98.06411742429275, 0.0)",27.75351670867622,-98.06411742429275,0.0
1141,2016,1805,40191.61,,50000.0,ERS,,,Healthy toppings yogurt shop,NONRETAIL,,,,,2609 N. Mesa St.,,El Paso,TX,79902.0,,,"2609 N. Mesa St.,El Paso,TX,79902","North Mesa Street, La Guna, El Paso, El Paso County, Texas, 79902, United States of America","(31.8087106, -106.5106737, 0.0)",31.8087106,-106.5106737,0.0
1142,2016,1805,20389.67,,20389.67,ERS,,,Procution and sales of salad bags,NONRETAIL,,,,,2507 Searcy Drive,,Dallas,TX,75211.0,,,"2507 Searcy Drive,Dallas,TX,75211","2507, Searcy Drive, Oak Cliff, Westwood Park, Dallas, Dallas County, Texas, 75211, United States of America","(32.727442714285715, -96.85950726530612, 0.0)",32.727442714285715,-96.85950726530612,0.0
1144,2016,1805,37955.13,,71000.0,ERS,,,Corn tortilla producation & sales,NONRETAIL,,,,,1926 Guadalupe St,,San Antonio,TX,78207.0,,,"1926 Guadalupe St,San Antonio,TX,78207","1926, Guadalupe Street, Cattleman's Square, San Antonio, Bexar County, Texas, 78207, United States of America","(29.41894436734694, -98.52162251020408, 0.0)",29.41894436734694,-98.52162251020408,0.0
1147,2016,1805,120000.0,,250000.0,ERS,,,Restraurant goods distribution center,NONRETAIL,,,,,4673 Osborne,,El Paso,TX,79922.0,,,"4673 Osborne,El Paso,TX,79922","4673, Osborne Drive, Montoya, El Paso, El Paso County, Texas, 79922, United States of America","(31.83347752288053, -106.57015190172734, 0.0)",31.83347752288053,-106.57015190172734,0.0
1150,2016,1805,28353.6,,50000.0,ERS,,,Fresh produce grocery store,RETAIL,,,,,2212 Irving Boulevard,,Irving,TX,75207.0,,,"2212 Irving Boulevard,Irving,TX,75207","Irving Boulevard, Eagle Ford, Dallas, Dallas County, Texas, 75247, United States of America","(32.8081685, -96.885839, 0.0)",32.8081685,-96.885839,0.0
1153,2016,1805,10000.0,,20000.0,ERS,,,"Sale of fresh food, salads",NONRETAIL,,,,,1902 Bandera Road,,San Antonio,TX,78228.0,,,"1902 Bandera Road,San Antonio,TX,78228","1902, Bandera Road, San Antonio, Bexar County, Texas, 78228, United States of America","(29.47194930612245, -98.57558165306122, 0.0)",29.47194930612245,-98.57558165306122,0.0
1154,2016,1805,15000.0,,20000.0,ERS,,,restaurant in low food access area,NONRETAIL,,,,,4816 Gaston Avenue,,Dallas,TX,75246.0,,,"4816 Gaston Avenue,Dallas,TX,75246","4816, Gaston Avenue, Old East Dallas, Dallas, Dallas County, Texas, 75246, United States of America","(32.79946131689653, -96.76997472697579, 0.0)",32.79946131689653,-96.76997472697579,0.0
1155,2016,1805,12750.0,,15500.0,ERS,,,sale of fajitas and salads,NONRETAIL,,,,,269 Pyrite,,El Paso,TX,79932.0,,,"269 Pyrite,El Paso,TX,79932","269, Pyrite Drive, Montoya, El Paso, El Paso County, Texas, 79932, United States of America","(31.845626815368476, -106.57404288911265, 0.0)",31.845626815368476,-106.57404288911265,0.0
1156,2016,1805,4000.0,,4000.0,ERS,,,Food Truck in persistent poverty area,NONRETAIL,,,,,3000 Wyoming,,El Paso,TX,79903.0,,,"3000 Wyoming,El Paso,TX,79903","3000, Wyoming Avenue, Mission Hills, El Paso, El Paso County, Texas, 79903, United States of America","(31.780609, -106.459791, 0.0)",31.780609,-106.459791,0.0
